lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01013804,C1,1,1,1.0
E01013809,C1,1,1,1.0
E01014370,C1,1,1,1.0
E01014371,C1,1,1,1.0
E01014379,C1,1,1,1.0
E01014380,C1,1,1,1.0
E01014391,C1,1,1,1.0
E01014392,C1,1,1,1.0
E01014398,C1,2,2,1.0
E01014400,C1,1,1,1.0
E01014407,C1,1,1,1.0
E01014416,C1,1,1,1.0
E01014439,C1,1,1,1.0
E01014459,C1,1,1,1.0
E01014467,C1,1,1,1.0
E01014468,C1,2,2,1.0
E01014475,C1,1,1,1.0
E01014482,C1,2,2,1.0
E01014487,C1,1,1,1.0
E01014488,C1,1,1,1.0
E01014497,C1,2,2,1.0
E01014509,C1,1,1,1.0
E01014511,C1,1,1,1.0
E01014516,C1,2,1,2.0
E01014517,C1,1,1,1.0
E01014518,C1,1,1,1.0
E01014522,C1,1,1,1.0
E01014524,C1,1,1,1.0
E01014529,C1,1,1,1.0
E01014530,C1,1,1,1.0
E01014536,C1,2,2,1.0
E01014537,C1,1,1,1.0
E01014540,C1,5,4,1.25
E01014550,C1,1,1,1.0
E01014551,C1,2,2,1.0
E01014552,C1,1,1,1.0
E01014554,C1,1,1,1.0
E01014558,C1,1,1,1.0
E01014561,C1,1,1,1.0
E01014564,C1,2,2,1.0
E01014569,C1,1,1,1.0
E01014570,C1,1,1,1.0
E01014574,C1,1,1,1.0
E01014577,C1,1,1,1.0
E01014590,C1,1,1,1.0
E01014603,C1,1,1,1.0
E01014608,C1,1,1,1.0
E01014610,C1,1,1,1.0
E01014621,C1,1,1,1.0
E01014632,C1,3,3,1.0
E01014635,C1,2,2,1.0
E01014640,C1,1,1,1.0
E01014641,C1,1,1,1.0
E01014643,C1,3,2,1.5
E01014644,C1,1,1,1.0
E01014645,C1,1,1,1.0
E01014651,C1,1,1,1.0
E01014653,C1,3,2,1.5
E01014660,C1,1,1,1.0
E01014664,C1,1,1,1.0
E01014671,C1,1,1,1.0
E01014672,C1,1,1,1.0
E01014676,C1,1,1,1.0
E01014677,C1,3,3,1.0
E01014678,C1,1,1,1.0
E01014680,C1,3,3,1.0
E01014690,C1,2,2,1.0
E01014695,C1,1,1,1.0
E01014696,C1,1,1,1.0
E01014698,C1,1,1,1.0
E01014699,C1,1,1,1.0
E01014711,C1,2,2,1.0
E01014713,C1,1,1,1.0
E01014716,C1,1,1,1.0
E01014721,C1,1,1,1.0
E01017631,C1,2,2,1.0
E01017665,C1,2,2,1.0
E01017679,C1,1,1,1.0
E01017792,C1,1,1,1.0
E01017832,C1,1,1,1.0
E01017840,C1,1,1,1.0
E01017858,C1,2,1,2.0
E01017920,C1,1,1,1.0
E01017921,C1,1,1,1.0
E01026009,C1,1,1,1.0
E01026011,C1,1,1,1.0
E01026014,C1,1,1,1.0
E01026016,C1,1,1,1.0
E01026018,C1,1,1,1.0
E01026022,C1,1,1,1.0
E01026024,C1,1,1,1.0
E01026025,C1,3,1,3.0
E01026032,C1,1,1,1.0
E01026033,C1,1,1,1.0
E01026039,C1,1,1,1.0
E01026042,C1,2,2,1.0
E01026044,C1,1,1,1.0
E01026045,C1,1,1,1.0
E01026058,C1,1,1,1.0
E01026059,C1,2,2,1.0
E01026060,C1,2,1,2.0
E01026064,C1,1,1,1.0
E01026065,C1,1,1,1.0
E01026068,C1,3,2,1.5
E01026070,C1,3,1,3.0
E01026075,C1,1,1,1.0
E01026083,C1,1,1,1.0
E01026084,C1,1,1,1.0
E01026089,C1,1,1,1.0
E01026098,C1,2,2,1.0
E01026099,C1,1,1,1.0
E01026104,C1,1,1,1.0
E01026108,C1,1,1,1.0
E01026109,C1,1,1,1.0
E01026111,C1,2,2,1.0
E01026113,C1,1,1,1.0
E01026114,C1,1,1,1.0
E01026120,C1,1,1,1.0
E01026121,C1,1,1,1.0
E01026123,C1,1,1,1.0
E01026124,C1,1,1,1.0
E01026132,C1,1,1,1.0
E01026133,C1,1,1,1.0
E01026144,C1,1,1,1.0
E01026148,C1,1,1,1.0
E01026158,C1,3,1,3.0
E01026159,C1,1,1,1.0
E01026163,C1,1,1,1.0
E01026176,C1,3,1,3.0
E01026178,C1,1,1,1.0
E01026179,C1,1,1,1.0
E01026180,C1,1,1,1.0
E01026182,C1,2,2,1.0
E01026185,C1,1,1,1.0
E01026186,C1,1,1,1.0
E01026191,C1,1,1,1.0
E01026202,C1,1,1,1.0
E01026208,C1,1,1,1.0
E01026209,C1,1,1,1.0
E01026221,C1,1,1,1.0
E01026224,C1,1,1,1.0
E01026226,C1,1,1,1.0
E01026227,C1,2,1,2.0
E01026230,C1,1,1,1.0
E01026231,C1,1,1,1.0
E01026233,C1,1,1,1.0
E01026242,C1,1,1,1.0
E01026243,C1,1,1,1.0
E01026247,C1,2,2,1.0
E01026250,C1,1,1,1.0
E01026264,C1,1,1,1.0
E01026265,C1,1,1,1.0
E01026268,C1,1,1,1.0
E01026270,C1,1,1,1.0
E01026281,C1,1,1,1.0
E01026283,C1,1,1,1.0
E01026286,C1,1,1,1.0
E01026296,C1,1,1,1.0
E01026298,C1,1,1,1.0
E01026302,C1,1,1,1.0
E01026304,C1,1,1,1.0
E01026313,C1,1,1,1.0
E01026314,C1,1,1,1.0
E01026315,C1,3,1,3.0
E01026319,C1,1,1,1.0
E01026323,C1,3,1,3.0
E01026326,C1,1,1,1.0
E01026330,C1,1,1,1.0
E01026331,C1,1,1,1.0
E01026333,C1,1,1,1.0
E01026334,C1,1,1,1.0
E01026338,C1,1,1,1.0
E01026339,C1,1,1,1.0
E01026343,C1,1,1,1.0
E01026344,C1,1,1,1.0
E01026345,C1,1,1,1.0
E01026350,C1,2,1,2.0
E01026352,C1,1,1,1.0
E01026364,C1,2,2,1.0
E01026366,C1,1,1,1.0
E01026373,C1,1,1,1.0
E01026386,C1,2,1,2.0
E01026387,C1,2,2,1.0
E01026392,C1,2,1,2.0
E01026397,C1,1,1,1.0
E01026398,C1,1,1,1.0
E01026399,C1,1,1,1.0
E01026400,C1,1,1,1.0
E01026403,C1,2,1,2.0
E01026404,C1,1,1,1.0
E01026405,C1,1,1,1.0
E01026408,C1,1,1,1.0
E01026409,C1,2,2,1.0
E01026410,C1,1,1,1.0
E01026411,C1,2,1,2.0
