period,LAD,SHEF_B,report_count,user_count,average
2009-11,E06000001,Dog Fouling,1,1,1.0
2009-11,E06000001,Highways Enquiries,1,1,1.0
2009-11,E06000001,Other,1,1,1.0
2009-11,E06000001,Rubbish,1,1,1.0
2009-11,E06000002,Rubbish,3,1,3.0
2009-11,E06000003,Other,1,1,1.0
2009-11,E06000003,Parking,1,1,1.0
2009-11,E06000003,Street Lights,1,1,1.0
2009-11,E06000004,Incivilities,2,2,1.0
2009-11,E06000005,Other,1,1,1.0
2009-11,E06000006,Dog Fouling,1,1,1.0
2009-11,E06000006,Other,1,1,1.0
2009-11,E06000006,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-11,E06000006,Parking,3,2,1.5
2009-11,E06000007,Other,1,1,1.0
2009-11,E06000007,Pavement /Footway Defects,2,2,1.0
2009-11,E06000007,Street Lights,1,1,1.0
2009-11,E06000008,Dog Fouling,1,1,1.0
2009-11,E06000008,Highways Enquiries,1,1,1.0
2009-11,E06000008,Other,1,1,1.0
2009-11,E06000008,Rubbish,3,3,1.0
2009-11,E06000008,Street Lights,3,1,3.0
2009-11,E06000009,Highways Enquiries,5,5,1.0
2009-11,E06000009,Incivilities,1,1,1.0
2009-11,E06000009,Open Spaces/Parks,1,1,1.0
2009-11,E06000009,Other,1,1,1.0
2009-11,E06000009,Pavement /Footway Defects,1,1,1.0
2009-11,E06000009,Public Toilets,1,1,1.0
2009-11,E06000009,Road Safety,2,1,2.0
2009-11,E06000009,Road Surface Defects,1,1,1.0
2009-11,E06000009,Street Lights,3,3,1.0
2009-11,E06000011,Highways Enquiries,1,1,1.0
2009-11,E06000011,Other,2,2,1.0
2009-11,E06000011,Road Surface Defects,4,1,4.0
2009-11,E06000011,Street Furniture,1,1,1.0
2009-11,E06000011,Street Lights,2,2,1.0
2009-11,E06000012,Road Surface Defects,1,1,1.0
2009-11,E06000013,Pavement /Footway Defects,1,1,1.0
2009-11,E06000013,Street Furniture,1,1,1.0
2009-11,E06000014,Street Lights,1,1,1.0
2009-11,E06000015,Open Spaces/Parks,1,1,1.0
2009-11,E06000015,Pavement /Footway Defects,1,1,1.0
2009-11,E06000015,Rubbish,2,2,1.0
