lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000002,B1,1,1,1.0
E06000003,B1,1,1,1.0
E06000004,B1,4,4,1.0
E06000007,B1,2,2,1.0
E06000009,B1,1,1,1.0
E06000010,B1,1,1,1.0
E06000013,B1,1,1,1.0
E06000015,B1,4,4,1.0
E06000016,B1,4,3,1.3333333333333333
E06000018,B1,1,1,1.0
E06000019,B1,1,1,1.0
E06000021,B1,5,5,1.0
E06000022,B1,7,7,1.0
E06000023,B1,11,9,1.2222222222222223
E06000025,B1,6,6,1.0
E06000026,B1,2,2,1.0
E06000027,B1,1,1,1.0
E06000031,B1,2,2,1.0
E06000032,B1,16,14,1.1428571428571428
E06000035,B1,1,1,1.0
E06000038,B1,5,5,1.0
E06000039,B1,1,1,1.0
E06000040,B1,2,2,1.0
E06000041,B1,2,2,1.0
E06000042,B1,3,2,1.5
E06000043,B1,1,1,1.0
E06000046,B1,1,1,1.0
E06000051,B1,2,2,1.0
E06000052,B1,3,3,1.0
E06000055,B1,5,5,1.0
E06000056,B1,4,4,1.0
E06000059,B1,2,2,1.0
E06000060,B1,16,16,1.0
E07000008,B1,3,3,1.0
E07000009,B1,1,1,1.0
E07000011,B1,6,6,1.0
E07000012,B1,7,7,1.0
E07000031,B1,1,1,1.0
E07000033,B1,2,2,1.0
E07000038,B1,2,2,1.0
E07000044,B1,1,1,1.0
E07000045,B1,1,1,1.0
E07000063,B1,2,2,1.0
E07000064,B1,2,2,1.0
E07000065,B1,1,1,1.0
E07000066,B1,2,2,1.0
E07000067,B1,1,1,1.0
E07000068,B1,1,1,1.0
E07000071,B1,1,1,1.0
E07000076,B1,1,1,1.0
E07000082,B1,1,1,1.0
E07000083,B1,1,1,1.0
E07000084,B1,3,1,3.0
E07000085,B1,3,3,1.0
E07000089,B1,3,3,1.0
E07000092,B1,5,5,1.0
E07000093,B1,1,1,1.0
E07000096,B1,3,3,1.0
E07000098,B1,3,3,1.0
E07000102,B1,6,5,1.2
E07000103,B1,1,1,1.0
E07000110,B1,1,1,1.0
E07000111,B1,3,3,1.0
E07000112,B1,1,1,1.0
E07000113,B1,4,3,1.3333333333333333
E07000114,B1,4,3,1.3333333333333333
E07000117,B1,2,2,1.0
E07000119,B1,2,2,1.0
E07000121,B1,1,1,1.0
E07000122,B1,1,1,1.0
E07000124,B1,1,1,1.0
E07000127,B1,1,1,1.0
E07000131,B1,1,1,1.0
E07000132,B1,2,2,1.0
E07000137,B1,1,1,1.0
E07000138,B1,1,1,1.0
E07000140,B1,2,2,1.0
E07000141,B1,1,1,1.0
E07000145,B1,1,1,1.0
E07000147,B1,1,1,1.0
E07000148,B1,3,2,1.5
E07000151,B1,1,1,1.0
E07000152,B1,1,1,1.0
E07000154,B1,3,2,1.5
E07000156,B1,1,1,1.0
E07000164,B1,1,1,1.0
E07000169,B1,1,1,1.0
E07000170,B1,1,1,1.0
E07000172,B1,1,1,1.0
E07000174,B1,1,1,1.0
E07000176,B1,1,1,1.0
E07000177,B1,9,9,1.0
E07000178,B1,1,1,1.0
E07000179,B1,4,4,1.0
E07000180,B1,2,2,1.0
E07000181,B1,5,5,1.0
E07000188,B1,2,2,1.0
E07000196,B1,2,2,1.0
E07000207,B1,2,2,1.0
E07000208,B1,1,1,1.0
E07000211,B1,1,1,1.0
E07000215,B1,1,1,1.0
E07000216,B1,2,2,1.0
E07000218,B1,1,1,1.0
E07000219,B1,2,2,1.0
E07000221,B1,1,1,1.0
E07000222,B1,2,2,1.0
E07000223,B1,2,2,1.0
E07000224,B1,2,2,1.0
E07000227,B1,1,1,1.0
E07000229,B1,1,1,1.0
E07000234,B1,1,1,1.0
E07000237,B1,1,1,1.0
E07000238,B1,1,1,1.0
E07000240,B1,2,2,1.0
E07000241,B1,1,1,1.0
E07000242,B1,2,2,1.0
E07000243,B1,11,9,1.2222222222222223
E07000245,B1,2,2,1.0
E07000246,B1,2,2,1.0
E08000002,B1,1,1,1.0
E08000004,B1,3,3,1.0
E08000005,B1,2,2,1.0
E08000007,B1,2,2,1.0
E08000008,B1,1,1,1.0
E08000009,B1,1,1,1.0
E08000011,B1,1,1,1.0
E08000012,B1,2,2,1.0
E08000013,B1,3,2,1.5
E08000014,B1,2,2,1.0
E08000016,B1,1,1,1.0
E08000019,B1,4,4,1.0
E08000021,B1,1,1,1.0
E08000022,B1,1,1,1.0
E08000023,B1,1,1,1.0
E08000025,B1,24,23,1.0434782608695652
E08000026,B1,6,5,1.2
E08000027,B1,2,2,1.0
E08000028,B1,1,1,1.0
E08000029,B1,3,3,1.0
E08000030,B1,4,4,1.0
E08000032,B1,1,1,1.0
E08000036,B1,1,1,1.0
E09000002,B1,3,2,1.5
E09000003,B1,15,15,1.0
E09000004,B1,2,2,1.0
E09000005,B1,2,2,1.0
E09000006,B1,37,33,1.121212121212121
E09000008,B1,10,10,1.0
E09000009,B1,3,3,1.0
E09000010,B1,4,4,1.0
E09000011,B1,13,10,1.3
E09000012,B1,3,3,1.0
E09000013,B1,1,1,1.0
E09000014,B1,1,1,1.0
E09000015,B1,1,1,1.0
E09000017,B1,2,1,2.0
E09000018,B1,6,6,1.0
E09000019,B1,3,2,1.5
E09000021,B1,3,3,1.0
E09000022,B1,8,7,1.1428571428571428
E09000023,B1,65,38,1.7105263157894737
E09000024,B1,1,1,1.0
E09000028,B1,10,6,1.6666666666666667
E09000029,B1,1,1,1.0
E09000030,B1,3,3,1.0
E09000031,B1,1,1,1.0
E09000032,B1,2,2,1.0
E09000033,B1,3,3,1.0
N09000004,B1,1,1,1.0
S12000011,B1,1,1,1.0
S12000017,B1,1,1,1.0
S12000033,B1,3,1,3.0
S12000035,B1,1,1,1.0
S12000036,B1,3,3,1.0
S12000038,B1,1,1,1.0
S12000039,B1,1,1,1.0
S12000049,B1,2,2,1.0
W06000002,B1,2,1,2.0
W06000013,B1,2,2,1.0
W06000018,B1,1,1,1.0
W06000019,B1,1,1,1.0
W06000021,B1,1,1,1.0
W06000022,B1,2,1,2.0
E06000031,B11,1,1,1.0
E06000021,B12,3,3,1.0
E07000142,B12,1,1,1.0
E07000179,B12,1,1,1.0
E07000181,B12,1,1,1.0
E07000221,B12,3,3,1.0
E09000003,B12,2,2,1.0
E06000001,B13,4,4,1.0
E06000004,B13,3,3,1.0
E06000005,B13,1,1,1.0
E06000006,B13,4,4,1.0
E06000007,B13,2,2,1.0
E06000008,B13,3,3,1.0
E06000009,B13,1,1,1.0
E06000010,B13,3,2,1.5
E06000012,B13,1,1,1.0
E06000014,B13,3,3,1.0
E06000015,B13,1,1,1.0
E06000016,B13,1,1,1.0
E06000019,B13,8,5,1.6
E06000020,B13,1,1,1.0
E06000023,B13,7,6,1.1666666666666667
E06000024,B13,6,4,1.5
E06000025,B13,5,5,1.0
E06000026,B13,3,3,1.0
E06000027,B13,12,2,6.0
E06000031,B13,8,5,1.6
E06000032,B13,4,4,1.0
E06000034,B13,1,1,1.0
E06000035,B13,3,3,1.0
E06000036,B13,3,3,1.0
E06000038,B13,6,6,1.0
E06000039,B13,2,2,1.0
E06000040,B13,7,7,1.0
E06000041,B13,6,6,1.0
E06000042,B13,6,5,1.2
E06000044,B13,1,1,1.0
E06000045,B13,4,3,1.3333333333333333
E06000046,B13,2,2,1.0
E06000049,B13,2,2,1.0
E06000051,B13,8,7,1.1428571428571428
E06000052,B13,9,9,1.0
E06000055,B13,1,1,1.0
E06000056,B13,1,1,1.0
E06000057,B13,3,2,1.5
E06000058,B13,1,1,1.0
E06000059,B13,7,7,1.0
E07000011,B13,1,1,1.0
E07000029,B13,2,2,1.0
E07000030,B13,1,1,1.0
E07000031,B13,1,1,1.0
E07000032,B13,3,2,1.5
E07000033,B13,3,3,1.0
E07000034,B13,2,2,1.0
E07000035,B13,2,1,2.0
E07000036,B13,2,2,1.0
E07000037,B13,3,3,1.0
E07000038,B13,4,4,1.0
E07000039,B13,1,1,1.0
E07000063,B13,2,1,2.0
E07000064,B13,3,3,1.0
E07000065,B13,3,2,1.5
E07000066,B13,1,1,1.0
E07000067,B13,2,2,1.0
E07000068,B13,2,2,1.0
E07000070,B13,1,1,1.0
E07000071,B13,2,2,1.0
E07000072,B13,2,1,2.0
E07000074,B13,1,1,1.0
E07000076,B13,1,1,1.0
E07000079,B13,4,3,1.3333333333333333
E07000080,B13,3,2,1.5
E07000081,B13,2,2,1.0
E07000082,B13,5,4,1.25
E07000083,B13,11,6,1.8333333333333333
E07000084,B13,9,7,1.2857142857142858
E07000085,B13,1,1,1.0
E07000086,B13,4,4,1.0
E07000087,B13,1,1,1.0
E07000088,B13,1,1,1.0
