period,LAD,report_count,user_count,average
2014-11,,3,3,1.0
2014-11,E07000061,90,64,1.40625
2014-11,E07000062,93,73,1.273972602739726
2014-11,E07000063,211,169,1.2485207100591715
2014-11,E07000064,231,185,1.2486486486486486
2014-11,E07000065,406,295,1.376271186440678
2014-11,E07000089,83,76,1.0921052631578947
2014-11,E07000177,79,57,1.3859649122807018
2014-11,E07000178,92,80,1.15
2014-11,E07000179,150,118,1.271186440677966
2014-11,E07000180,98,81,1.2098765432098766
2014-11,E07000181,58,48,1.2083333333333333
2014-11,E07000218,23,22,1.0454545454545454
2014-11,E07000219,24,13,1.8461538461538463
2014-11,E07000220,42,36,1.1666666666666667
2014-11,E07000221,71,65,1.0923076923076922
2014-11,E07000222,58,48,1.2083333333333333
2014-11,E07000243,321,59,5.440677966101695
2014-11,E09000003,454,380,1.194736842105263
2014-11,E09000006,1214,793,1.5308953341740228
