period,LAD,SHEF_C_CODE,report_count,user_count,average
2009-5,E06000001,C3,1,1,1.0
2009-5,E06000002,C2,2,2,1.0
2009-5,E06000002,C3,5,4,1.25
2009-5,E06000002,C5,1,1,1.0
2009-5,E06000002,C6,1,1,1.0
2009-5,E06000002,C7,1,1,1.0
2009-5,E06000003,C2,1,1,1.0
2009-5,E06000003,C4,1,1,1.0
2009-5,E06000003,C5,1,1,1.0
2009-5,E06000003,C7,4,4,1.0
2009-5,E06000004,C3,1,1,1.0
2009-5,E06000004,C5,2,2,1.0
2009-5,E06000004,C7,4,4,1.0
2009-5,E06000005,C2,1,1,1.0
2009-5,E06000005,C3,1,1,1.0
2009-5,E06000005,C5,1,1,1.0
2009-5,E06000005,C7,4,3,1.3333333333333333
2009-5,E06000007,C2,1,1,1.0
2009-5,E06000007,C5,2,2,1.0
2009-5,E06000007,C7,6,5,1.2
2009-5,E06000007,C8,1,1,1.0
2009-5,E06000008,C5,1,1,1.0
2009-5,E06000008,C7,18,10,1.8
2009-5,E06000009,C3,4,4,1.0
2009-5,E06000009,C5,3,3,1.0
2009-5,E06000009,C7,11,8,1.375
2009-5,E06000010,C3,1,1,1.0
2009-5,E06000010,C7,7,6,1.1666666666666667
2009-5,E06000011,C3,1,1,1.0
2009-5,E06000011,C5,4,4,1.0
2009-5,E06000011,C7,4,3,1.3333333333333333
2009-5,E06000012,C7,2,1,2.0
2009-5,E06000013,C3,1,1,1.0
2009-5,E06000013,C5,1,1,1.0
2009-5,E06000013,C7,3,2,1.5
2009-5,E06000013,C8,1,1,1.0
2009-5,E06000014,C2,1,1,1.0
2009-5,E06000014,C3,2,2,1.0
2009-5,E06000014,C4,1,1,1.0
2009-5,E06000014,C5,1,1,1.0
2009-5,E06000014,C7,1,1,1.0
2009-5,E06000015,C2,2,2,1.0
2009-5,E06000015,C3,1,1,1.0
2009-5,E06000015,C5,2,2,1.0
2009-5,E06000015,C7,3,3,1.0
2009-5,E06000015,C8,1,1,1.0
2009-5,E06000016,C4,1,1,1.0
2009-5,E06000016,C5,1,1,1.0
2009-5,E06000016,C7,5,5,1.0
2009-5,E06000016,C8,2,2,1.0
2009-5,E06000018,C2,2,1,2.0
2009-5,E06000018,C5,2,2,1.0
2009-5,E06000018,C7,2,2,1.0
2009-5,E06000018,C8,1,1,1.0
2009-5,E06000019,C4,2,2,1.0
2009-5,E06000019,C5,1,1,1.0
2009-5,E06000019,C7,5,4,1.25
2009-5,E06000019,C8,1,1,1.0
2009-5,E06000020,C3,3,2,1.5
2009-5,E06000020,C4,2,1,2.0
2009-5,E06000020,C5,1,1,1.0
2009-5,E06000020,C6,1,1,1.0
2009-5,E06000020,C7,7,4,1.75
2009-5,E06000020,C8,1,1,1.0
2009-5,E06000021,C3,2,2,1.0
2009-5,E06000021,C5,2,2,1.0
2009-5,E06000021,C7,2,2,1.0
2009-5,E06000022,C4,1,1,1.0
2009-5,E06000022,C5,2,2,1.0
2009-5,E06000022,C7,5,4,1.25
2009-5,E06000023,C3,3,3,1.0
2009-5,E06000023,C4,1,1,1.0
2009-5,E06000023,C5,2,2,1.0
2009-5,E06000023,C6,1,1,1.0
2009-5,E06000023,C7,11,7,1.5714285714285714
2009-5,E06000023,C8,5,5,1.0
2009-5,E06000024,C3,4,3,1.3333333333333333
2009-5,E06000024,C4,1,1,1.0
2009-5,E06000024,C7,6,5,1.2
2009-5,E06000024,C8,1,1,1.0
2009-5,E06000025,C3,1,1,1.0
2009-5,E06000025,C5,3,3,1.0
2009-5,E06000025,C7,7,6,1.1666666666666667
2009-5,E06000026,C2,2,2,1.0
2009-5,E06000026,C3,2,2,1.0
2009-5,E06000026,C5,2,2,1.0
2009-5,E06000026,C7,7,4,1.75
2009-5,E06000026,C8,5,5,1.0
