lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000002,A1,1,1,1.0
E06000003,A1,1,1,1.0
E06000004,A1,3,3,1.0
E06000005,A1,1,1,1.0
E06000008,A1,2,2,1.0
E06000010,A1,3,3,1.0
E06000020,A1,1,1,1.0
E06000021,A1,4,4,1.0
E06000022,A1,45,42,1.0714285714285714
E06000025,A1,6,6,1.0
E06000030,A1,1,1,1.0
E06000031,A1,10,10,1.0
E06000032,A1,13,13,1.0
E06000033,A1,2,2,1.0
E06000034,A1,2,1,2.0
E06000035,A1,3,2,1.5
E06000038,A1,1,1,1.0
E06000039,A1,4,4,1.0
E06000040,A1,4,4,1.0
E06000041,A1,2,2,1.0
E06000042,A1,2,2,1.0
E06000043,A1,1,1,1.0
E06000046,A1,54,2,27.0
E06000052,A1,1,1,1.0
E06000055,A1,6,6,1.0
E06000056,A1,4,4,1.0
E06000059,A1,2,2,1.0
E06000060,A1,19,19,1.0
E07000008,A1,3,3,1.0
E07000009,A1,2,2,1.0
E07000010,A1,1,1,1.0
E07000011,A1,4,4,1.0
E07000012,A1,14,13,1.0769230769230769
E07000034,A1,1,1,1.0
E07000036,A1,1,1,1.0
E07000040,A1,1,1,1.0
E07000045,A1,1,1,1.0
E07000062,A1,1,1,1.0
E07000063,A1,3,3,1.0
E07000064,A1,3,3,1.0
E07000065,A1,3,3,1.0
E07000070,A1,2,2,1.0
E07000076,A1,1,1,1.0
E07000084,A1,1,1,1.0
E07000085,A1,3,3,1.0
E07000088,A1,1,1,1.0
E07000089,A1,19,19,1.0
E07000090,A1,4,2,2.0
E07000092,A1,2,2,1.0
E07000093,A1,1,1,1.0
E07000095,A1,3,3,1.0
E07000098,A1,3,3,1.0
E07000099,A1,2,2,1.0
E07000102,A1,4,4,1.0
E07000103,A1,2,2,1.0
E07000106,A1,1,1,1.0
E07000109,A1,3,3,1.0
E07000113,A1,1,1,1.0
E07000114,A1,1,1,1.0
E07000115,A1,2,2,1.0
E07000116,A1,2,1,2.0
E07000118,A1,1,1,1.0
E07000120,A1,1,1,1.0
E07000121,A1,2,2,1.0
E07000123,A1,1,1,1.0
E07000131,A1,1,1,1.0
E07000132,A1,1,1,1.0
E07000133,A1,1,1,1.0
E07000134,A1,2,1,2.0
E07000135,A1,1,1,1.0
E07000137,A1,1,1,1.0
E07000138,A1,1,1,1.0
E07000140,A1,1,1,1.0
E07000153,A1,1,1,1.0
E07000154,A1,7,7,1.0
E07000155,A1,2,2,1.0
E07000156,A1,2,2,1.0
E07000167,A1,1,1,1.0
E07000170,A1,1,1,1.0
E07000172,A1,1,1,1.0
E07000176,A1,1,1,1.0
E07000177,A1,14,14,1.0
E07000178,A1,13,11,1.1818181818181819
E07000179,A1,17,16,1.0625
E07000180,A1,6,6,1.0
E07000181,A1,4,4,1.0
E07000187,A1,1,1,1.0
E07000193,A1,1,1,1.0
E07000203,A1,1,1,1.0
E07000208,A1,2,2,1.0
E07000212,A1,1,1,1.0
E07000217,A1,1,1,1.0
E07000219,A1,1,1,1.0
E07000221,A1,3,3,1.0
E07000224,A1,1,1,1.0
E07000229,A1,3,3,1.0
E07000236,A1,1,1,1.0
E07000238,A1,1,1,1.0
E07000242,A1,3,3,1.0
E07000243,A1,57,29,1.9655172413793103
E07000245,A1,2,2,1.0
E08000001,A1,1,1,1.0
E08000002,A1,1,1,1.0
E08000003,A1,10,9,1.1111111111111112
E08000005,A1,1,1,1.0
E08000007,A1,1,1,1.0
E08000010,A1,1,1,1.0
E08000013,A1,2,2,1.0
E08000015,A1,1,1,1.0
E08000016,A1,1,1,1.0
E08000018,A1,2,2,1.0
E08000019,A1,3,3,1.0
E08000024,A1,1,1,1.0
E08000025,A1,23,21,1.0952380952380953
E08000026,A1,3,3,1.0
E08000027,A1,2,2,1.0
E08000030,A1,1,1,1.0
E08000031,A1,2,2,1.0
E08000032,A1,1,1,1.0
E08000035,A1,1,1,1.0
E08000036,A1,2,2,1.0
E08000037,A1,2,2,1.0
E09000003,A1,7,7,1.0
E09000004,A1,110,92,1.1956521739130435
E09000005,A1,1,1,1.0
E09000006,A1,149,141,1.0567375886524824
E09000007,A1,2,2,1.0
E09000008,A1,10,8,1.25
E09000010,A1,1,1,1.0
E09000011,A1,77,74,1.0405405405405406
E09000014,A1,3,3,1.0
E09000015,A1,2,1,2.0
E09000017,A1,8,6,1.3333333333333333
E09000018,A1,28,24,1.1666666666666667
E09000019,A1,1,1,1.0
E09000021,A1,1,1,1.0
E09000022,A1,1,1,1.0
E09000023,A1,44,31,1.4193548387096775
E09000024,A1,1,1,1.0
E09000027,A1,3,3,1.0
E09000029,A1,4,3,1.3333333333333333
E09000031,A1,1,1,1.0
E09000032,A1,2,2,1.0
E09000033,A1,83,18,4.611111111111111
N09000003,A1,1,1,1.0
S12000011,A1,1,1,1.0
S12000017,A1,1,1,1.0
S12000033,A1,1,1,1.0
S12000036,A1,4,3,1.3333333333333333
S12000038,A1,3,2,1.5
S12000041,A1,1,1,1.0
S12000049,A1,2,2,1.0
S12000050,A1,1,1,1.0
W06000001,A1,1,1,1.0
W06000003,A1,1,1,1.0
W06000005,A1,1,1,1.0
W06000009,A1,2,1,2.0
W06000010,A1,1,1,1.0
W06000013,A1,1,1,1.0
W06000018,A1,1,1,1.0
W06000020,A1,1,1,1.0
E06000010,A10,1,1,1.0
E06000017,A11,1,1,1.0
E06000060,A11,40,37,1.0810810810810811
E07000136,A11,1,1,1.0
E07000137,A11,4,3,1.3333333333333333
E07000138,A11,3,3,1.0
E07000139,A11,5,1,5.0
E07000140,A11,5,2,2.5
E07000141,A11,6,5,1.2
E07000142,A11,6,5,1.2
E06000001,A12,1,1,1.0
E06000015,A12,1,1,1.0
E06000022,A12,15,12,1.25
E06000023,A12,2,2,1.0
E06000025,A12,2,2,1.0
E06000046,A12,2,1,2.0
E06000052,A12,1,1,1.0
E07000034,A12,1,1,1.0
E07000039,A12,1,1,1.0
E07000070,A12,1,1,1.0
E07000081,A12,2,2,1.0
E07000082,A12,1,1,1.0
E07000083,A12,1,1,1.0
E07000099,A12,1,1,1.0
E07000109,A12,1,1,1.0
E07000111,A12,1,1,1.0
E07000114,A12,1,1,1.0
E07000116,A12,1,1,1.0
E07000121,A12,1,1,1.0
E07000126,A12,1,1,1.0
E07000131,A12,1,1,1.0
E07000152,A12,1,1,1.0
E07000154,A12,4,4,1.0
E07000155,A12,1,1,1.0
E07000172,A12,1,1,1.0
E07000178,A12,1,1,1.0
E07000187,A12,1,1,1.0
E07000211,A12,1,1,1.0
E07000213,A12,1,1,1.0
E07000219,A12,1,1,1.0
E07000229,A12,1,1,1.0
E07000245,A12,1,1,1.0
E08000003,A12,1,1,1.0
E08000012,A12,1,1,1.0
E08000016,A12,1,1,1.0
E08000025,A12,2,2,1.0
E09000004,A12,26,3,8.666666666666666
E09000006,A12,12,12,1.0
E09000018,A12,4,4,1.0
E09000021,A12,2,2,1.0
E09000023,A12,9,6,1.5
E09000025,A12,1,1,1.0
E09000028,A12,1,1,1.0
E09000029,A12,1,1,1.0
E09000030,A12,1,1,1.0
E09000033,A12,7,2,3.5
S12000017,A12,2,2,1.0
S12000033,A12,2,1,2.0
S12000034,A12,1,1,1.0
S12000036,A12,1,1,1.0
S12000042,A12,1,1,1.0
S12000049,A12,1,1,1.0
W06000006,A12,2,2,1.0
W06000013,A12,1,1,1.0
E06000022,A16,13,11,1.1818181818181819
E06000046,A16,27,1,27.0
E07000085,A16,1,1,1.0
E09000004,A16,26,23,1.1304347826086956
E09000011,A16,16,16,1.0
E09000018,A16,10,10,1.0
E09000033,A16,10,4,2.5
E06000022,A17,21,20,1.05
E06000046,A17,13,1,13.0
E07000061,A17,1,1,1.0
E07000062,A17,1,1,1.0
E07000151,A17,5,5,1.0
E07000152,A17,1,1,1.0
E07000153,A17,2,2,1.0
E07000154,A17,1,1,1.0
E07000155,A17,3,3,1.0
E07000156,A17,2,1,2.0
E09000018,A17,24,15,1.6
E06000022,A2,153,93,1.6451612903225807
E09000003,A2,24,21,1.1428571428571428
E06000001,A20,1,1,1.0
E06000003,A20,1,1,1.0
E06000004,A20,2,2,1.0
E06000005,A20,2,2,1.0
E06000006,A20,2,2,1.0
E06000009,A20,3,1,3.0
E06000014,A20,1,1,1.0
E06000015,A20,1,1,1.0
E06000022,A20,21,18,1.1666666666666667
E06000025,A20,1,1,1.0
E06000031,A20,2,2,1.0
E06000035,A20,1,1,1.0
E06000040,A20,1,1,1.0
E06000044,A20,1,1,1.0
E06000045,A20,1,1,1.0
E06000046,A20,43,1,43.0
E06000052,A20,2,2,1.0
E06000055,A20,1,1,1.0
E06000060,A20,3,2,1.5
E07000008,A20,2,1,2.0
E07000028,A20,1,1,1.0
E07000029,A20,1,1,1.0
E07000034,A20,1,1,1.0
E07000046,A20,2,2,1.0
E07000072,A20,1,1,1.0
E07000076,A20,1,1,1.0
E07000081,A20,1,1,1.0
E07000083,A20,1,1,1.0
E07000088,A20,1,1,1.0
E07000089,A20,1,1,1.0
E07000103,A20,1,1,1.0
E07000113,A20,3,1,3.0
E07000126,A20,1,1,1.0
E07000132,A20,1,1,1.0
E07000135,A20,1,1,1.0
E07000151,A20,1,1,1.0
E07000154,A20,2,1,2.0
E07000177,A20,2,2,1.0
E07000178,A20,4,3,1.3333333333333333
E07000180,A20,2,2,1.0
E07000181,A20,1,1,1.0
E07000187,A20,1,1,1.0
