lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,1,1,1.0
E06000003,A1,1,1,1.0
E06000004,A1,3,3,1.0
E06000005,A1,2,2,1.0
E06000007,A1,1,1,1.0
E06000013,A1,2,1,2.0
E06000016,A1,2,2,1.0
E06000021,A1,4,4,1.0
E06000022,A1,3,3,1.0
E06000023,A1,4,4,1.0
E06000024,A1,2,2,1.0
E06000025,A1,3,3,1.0
E06000026,A1,1,1,1.0
E06000031,A1,12,12,1.0
E06000032,A1,25,23,1.0869565217391304
E06000034,A1,1,1,1.0
E06000035,A1,3,3,1.0
E06000036,A1,2,2,1.0
E06000038,A1,3,3,1.0
E06000039,A1,1,1,1.0
E06000040,A1,4,4,1.0
E06000041,A1,1,1,1.0
E06000042,A1,2,2,1.0
E06000043,A1,1,1,1.0
E06000044,A1,1,1,1.0
E06000052,A1,7,7,1.0
E06000055,A1,14,14,1.0
E06000056,A1,11,10,1.1
E06000058,A1,2,2,1.0
E06000059,A1,4,4,1.0
E06000060,A1,24,19,1.263157894736842
E07000008,A1,4,4,1.0
E07000009,A1,2,2,1.0
E07000010,A1,1,1,1.0
E07000011,A1,9,9,1.0
E07000012,A1,6,5,1.2
E07000029,A1,1,1,1.0
E07000030,A1,1,1,1.0
E07000031,A1,2,2,1.0
E07000034,A1,1,1,1.0
E07000040,A1,1,1,1.0
E07000042,A1,1,1,1.0
E07000044,A1,1,1,1.0
E07000063,A1,6,6,1.0
E07000064,A1,3,3,1.0
E07000065,A1,4,4,1.0
E07000068,A1,1,1,1.0
E07000070,A1,3,2,1.5
E07000071,A1,3,3,1.0
E07000072,A1,3,3,1.0
E07000075,A1,3,3,1.0
E07000080,A1,1,1,1.0
E07000081,A1,1,1,1.0
E07000084,A1,9,9,1.0
E07000085,A1,3,3,1.0
E07000086,A1,1,1,1.0
E07000087,A1,1,1,1.0
E07000089,A1,8,8,1.0
E07000091,A1,4,3,1.3333333333333333
E07000092,A1,2,2,1.0
E07000093,A1,2,2,1.0
E07000094,A1,1,1,1.0
E07000095,A1,2,2,1.0
E07000096,A1,3,3,1.0
E07000098,A1,1,1,1.0
E07000099,A1,2,2,1.0
E07000102,A1,2,2,1.0
E07000103,A1,1,1,1.0
E07000106,A1,1,1,1.0
E07000109,A1,7,4,1.75
E07000111,A1,2,2,1.0
E07000113,A1,4,4,1.0
E07000114,A1,3,3,1.0
E07000116,A1,1,1,1.0
E07000121,A1,4,4,1.0
E07000123,A1,1,1,1.0
E07000124,A1,2,1,2.0
E07000129,A1,1,1,1.0
E07000130,A1,1,1,1.0
E07000136,A1,1,1,1.0
E07000138,A1,2,1,2.0
E07000139,A1,1,1,1.0
E07000141,A1,1,1,1.0
E07000142,A1,1,1,1.0
E07000144,A1,2,2,1.0
E07000145,A1,1,1,1.0
E07000148,A1,1,1,1.0
E07000153,A1,3,3,1.0
E07000154,A1,5,3,1.6666666666666667
E07000155,A1,1,1,1.0
E07000166,A1,1,1,1.0
E07000169,A1,1,1,1.0
E07000177,A1,4,4,1.0
E07000178,A1,9,5,1.8
E07000179,A1,3,3,1.0
E07000180,A1,3,3,1.0
E07000181,A1,5,4,1.25
E07000187,A1,1,1,1.0
E07000188,A1,1,1,1.0
E07000189,A1,1,1,1.0
E07000193,A1,1,1,1.0
E07000194,A1,1,1,1.0
E07000197,A1,1,1,1.0
E07000200,A1,1,1,1.0
E07000207,A1,1,1,1.0
E07000208,A1,1,1,1.0
E07000209,A1,1,1,1.0
E07000210,A1,3,2,1.5
E07000211,A1,3,2,1.5
E07000212,A1,2,2,1.0
E07000213,A1,2,2,1.0
E07000215,A1,2,2,1.0
E07000216,A1,1,1,1.0
E07000217,A1,2,2,1.0
E07000218,A1,1,1,1.0
E07000219,A1,1,1,1.0
E07000220,A1,1,1,1.0
E07000222,A1,2,2,1.0
E07000223,A1,1,1,1.0
E07000224,A1,3,3,1.0
E07000225,A1,1,1,1.0
E07000227,A1,1,1,1.0
E07000228,A1,4,3,1.3333333333333333
E07000229,A1,2,2,1.0
E07000240,A1,3,3,1.0
E07000242,A1,5,5,1.0
E07000243,A1,7,6,1.1666666666666667
E07000246,A1,3,3,1.0
E08000001,A1,1,1,1.0
E08000002,A1,2,2,1.0
E08000003,A1,5,5,1.0
E08000004,A1,2,2,1.0
E08000007,A1,3,3,1.0
E08000010,A1,1,1,1.0
E08000012,A1,2,2,1.0
E08000014,A1,1,1,1.0
E08000015,A1,1,1,1.0
E08000016,A1,1,1,1.0
E08000018,A1,2,2,1.0
E08000019,A1,9,9,1.0
E08000021,A1,1,1,1.0
E08000022,A1,1,1,1.0
E08000024,A1,3,3,1.0
E08000025,A1,26,25,1.04
E08000026,A1,5,3,1.6666666666666667
E08000027,A1,1,1,1.0
E08000029,A1,1,1,1.0
E08000030,A1,2,2,1.0
E08000031,A1,2,2,1.0
E08000032,A1,1,1,1.0
E08000037,A1,1,1,1.0
E09000002,A1,1,1,1.0
E09000003,A1,20,16,1.25
E09000004,A1,7,6,1.1666666666666667
E09000005,A1,1,1,1.0
E09000006,A1,32,31,1.032258064516129
E09000008,A1,9,9,1.0
E09000009,A1,3,3,1.0
E09000010,A1,2,2,1.0
E09000011,A1,19,15,1.2666666666666666
E09000012,A1,1,1,1.0
E09000014,A1,5,2,2.5
E09000015,A1,3,3,1.0
E09000017,A1,7,7,1.0
E09000018,A1,6,5,1.2
E09000019,A1,5,4,1.25
E09000020,A1,1,1,1.0
E09000021,A1,2,2,1.0
E09000022,A1,7,6,1.1666666666666667
E09000023,A1,43,41,1.048780487804878
E09000024,A1,1,1,1.0
E09000028,A1,5,4,1.25
E09000029,A1,2,2,1.0
E09000031,A1,1,1,1.0
E09000032,A1,1,1,1.0
E09000033,A1,3,3,1.0
N09000003,A1,1,1,1.0
S12000008,A1,3,3,1.0
S12000017,A1,1,1,1.0
S12000020,A1,1,1,1.0
S12000033,A1,2,2,1.0
S12000034,A1,1,1,1.0
S12000036,A1,5,4,1.25
S12000038,A1,1,1,1.0
S12000040,A1,1,1,1.0
S12000042,A1,2,2,1.0
S12000047,A1,2,2,1.0
S12000048,A1,1,1,1.0
S12000049,A1,6,6,1.0
W06000003,A1,1,1,1.0
W06000005,A1,2,2,1.0
W06000006,A1,2,2,1.0
W06000008,A1,1,1,1.0
W06000009,A1,1,1,1.0
W06000012,A1,1,1,1.0
W06000013,A1,1,1,1.0
W06000014,A1,1,1,1.0
W06000016,A1,2,2,1.0
W06000019,A1,1,1,1.0
W06000022,A1,2,2,1.0
E06000017,A11,1,1,1.0
E06000060,A11,5,4,1.25
E07000139,A11,2,2,1.0
E07000141,A11,2,2,1.0
E06000004,A12,1,1,1.0
E06000015,A12,1,1,1.0
E06000022,A12,4,2,2.0
E06000023,A12,2,2,1.0
E06000045,A12,2,2,1.0
E07000034,A12,2,1,2.0
E07000070,A12,1,1,1.0
E07000073,A12,1,1,1.0
E07000076,A12,1,1,1.0
E07000083,A12,1,1,1.0
E07000084,A12,1,1,1.0
E07000108,A12,1,1,1.0
