lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000002,B1,1,1,1.0
E06000003,B1,1,1,1.0
E06000004,B1,2,2,1.0
E06000007,B1,1,1,1.0
E06000008,B1,1,1,1.0
E06000014,B1,1,1,1.0
E06000015,B1,1,1,1.0
E06000016,B1,1,1,1.0
E06000021,B1,1,1,1.0
E06000022,B1,51,36,1.4166666666666667
E06000025,B1,2,1,2.0
E06000030,B1,1,1,1.0
E06000031,B1,39,36,1.0833333333333333
E06000032,B1,14,14,1.0
E06000033,B1,1,1,1.0
E06000035,B1,1,1,1.0
E06000036,B1,1,1,1.0
E06000038,B1,1,1,1.0
E06000039,B1,2,1,2.0
E06000040,B1,3,3,1.0
E06000041,B1,1,1,1.0
E06000042,B1,3,3,1.0
E06000043,B1,2,2,1.0
E06000044,B1,2,2,1.0
E06000046,B1,78,21,3.7142857142857144
E06000050,B1,1,1,1.0
E06000052,B1,2,2,1.0
E06000055,B1,1,1,1.0
E06000056,B1,2,2,1.0
E06000057,B1,1,1,1.0
E06000059,B1,1,1,1.0
E06000060,B1,47,45,1.0444444444444445
E07000008,B1,1,1,1.0
E07000009,B1,2,2,1.0
E07000010,B1,1,1,1.0
E07000011,B1,10,10,1.0
E07000012,B1,4,4,1.0
E07000031,B1,3,2,1.5
E07000033,B1,1,1,1.0
E07000035,B1,2,2,1.0
E07000039,B1,1,1,1.0
E07000045,B1,1,1,1.0
E07000063,B1,3,3,1.0
E07000064,B1,1,1,1.0
E07000065,B1,2,2,1.0
E07000066,B1,1,1,1.0
E07000067,B1,1,1,1.0
E07000071,B1,3,3,1.0
E07000073,B1,1,1,1.0
E07000075,B1,1,1,1.0
E07000076,B1,2,2,1.0
E07000081,B1,2,2,1.0
E07000084,B1,2,2,1.0
E07000085,B1,3,3,1.0
E07000089,B1,18,16,1.125
E07000090,B1,1,1,1.0
E07000095,B1,3,3,1.0
E07000099,B1,3,3,1.0
E07000102,B1,4,3,1.3333333333333333
E07000103,B1,2,2,1.0
E07000111,B1,2,2,1.0
E07000112,B1,2,2,1.0
E07000113,B1,1,1,1.0
E07000116,B1,2,2,1.0
E07000119,B1,1,1,1.0
E07000120,B1,1,1,1.0
E07000122,B1,2,1,2.0
E07000123,B1,2,2,1.0
E07000126,B1,1,1,1.0
E07000127,B1,1,1,1.0
E07000130,B1,2,2,1.0
E07000138,B1,1,1,1.0
E07000139,B1,1,1,1.0
E07000140,B1,1,1,1.0
E07000148,B1,1,1,1.0
E07000149,B1,2,2,1.0
E07000154,B1,1,1,1.0
E07000156,B1,1,1,1.0
E07000164,B1,1,1,1.0
E07000165,B1,1,1,1.0
E07000170,B1,1,1,1.0
E07000171,B1,1,1,1.0
E07000172,B1,3,2,1.5
E07000177,B1,7,7,1.0
E07000178,B1,9,9,1.0
E07000179,B1,12,12,1.0
E07000180,B1,3,3,1.0
E07000181,B1,1,1,1.0
E07000189,B1,3,3,1.0
E07000194,B1,2,2,1.0
E07000195,B1,3,1,3.0
E07000202,B1,1,1,1.0
E07000207,B1,1,1,1.0
E07000208,B1,1,1,1.0
E07000209,B1,1,1,1.0
E07000210,B1,1,1,1.0
E07000211,B1,2,2,1.0
E07000213,B1,1,1,1.0
E07000214,B1,2,1,2.0
E07000216,B1,3,3,1.0
E07000217,B1,2,2,1.0
E07000218,B1,2,2,1.0
E07000219,B1,1,1,1.0
E07000220,B1,1,1,1.0
E07000221,B1,1,1,1.0
E07000222,B1,2,2,1.0
E07000226,B1,1,1,1.0
E07000229,B1,1,1,1.0
E07000236,B1,1,1,1.0
E07000238,B1,2,2,1.0
E07000239,B1,1,1,1.0
E07000240,B1,1,1,1.0
E07000241,B1,1,1,1.0
E07000242,B1,2,2,1.0
E07000243,B1,35,28,1.25
E07000244,B1,3,1,3.0
E07000245,B1,2,2,1.0
E08000001,B1,1,1,1.0
E08000003,B1,5,4,1.25
E08000005,B1,1,1,1.0
E08000009,B1,1,1,1.0
E08000013,B1,1,1,1.0
E08000014,B1,1,1,1.0
E08000019,B1,6,6,1.0
E08000022,B1,1,1,1.0
E08000024,B1,2,2,1.0
E08000025,B1,28,26,1.0769230769230769
E08000026,B1,2,2,1.0
E08000027,B1,8,8,1.0
E08000029,B1,2,2,1.0
E08000030,B1,2,2,1.0
E08000031,B1,2,1,2.0
E08000032,B1,2,2,1.0
E08000036,B1,1,1,1.0
E08000037,B1,1,1,1.0
E09000002,B1,3,3,1.0
E09000003,B1,15,14,1.0714285714285714
E09000004,B1,81,76,1.0657894736842106
E09000005,B1,1,1,1.0
E09000006,B1,124,121,1.024793388429752
E09000007,B1,1,1,1.0
E09000008,B1,4,4,1.0
E09000010,B1,4,4,1.0
E09000011,B1,87,71,1.2253521126760563
E09000012,B1,2,2,1.0
E09000013,B1,1,1,1.0
E09000014,B1,4,4,1.0
E09000015,B1,3,3,1.0
E09000017,B1,2,2,1.0
E09000018,B1,22,19,1.1578947368421053
E09000019,B1,1,1,1.0
E09000022,B1,4,4,1.0
E09000023,B1,43,38,1.131578947368421
E09000024,B1,1,1,1.0
E09000028,B1,4,3,1.3333333333333333
E09000029,B1,2,2,1.0
E09000031,B1,3,3,1.0
E09000032,B1,2,2,1.0
E09000033,B1,43,16,2.6875
N09000003,B1,1,1,1.0
N09000008,B1,1,1,1.0
S12000033,B1,4,4,1.0
S12000034,B1,1,1,1.0
S12000036,B1,2,2,1.0
S12000038,B1,2,2,1.0
S12000040,B1,1,1,1.0
S12000041,B1,1,1,1.0
S12000042,B1,1,1,1.0
S12000049,B1,3,3,1.0
S12000050,B1,3,3,1.0
W06000008,B1,1,1,1.0
W06000009,B1,1,1,1.0
W06000013,B1,2,2,1.0
W06000016,B1,1,1,1.0
W06000022,B1,2,2,1.0
E06000023,B11,3,3,1.0
E06000060,B11,2,2,1.0
E07000136,B11,2,1,2.0
E07000137,B11,1,1,1.0
E06000021,B12,1,1,1.0
E06000031,B12,21,20,1.05
E06000046,B12,85,4,21.25
E06000049,B12,30,1,30.0
E06000054,B12,1,1,1.0
E07000109,B12,1,1,1.0
E07000136,B12,1,1,1.0
E07000137,B12,3,3,1.0
E07000138,B12,3,3,1.0
E07000139,B12,7,4,1.75
E07000140,B12,3,3,1.0
E07000141,B12,4,4,1.0
E07000142,B12,7,5,1.4
E07000177,B12,1,1,1.0
E07000178,B12,1,1,1.0
E07000180,B12,1,1,1.0
E07000181,B12,2,2,1.0
E07000218,B12,2,2,1.0
E07000219,B12,5,5,1.0
E07000220,B12,3,2,1.5
E07000221,B12,8,8,1.0
E07000222,B12,8,8,1.0
E09000003,B12,2,2,1.0
E09000006,B12,1,1,1.0
E09000012,B12,1,1,1.0
E09000018,B12,5,4,1.25
E09000033,B12,12,4,3.0
E06000001,B13,1,1,1.0
E06000002,B13,1,1,1.0
E06000003,B13,4,4,1.0
E06000004,B13,3,3,1.0
E06000005,B13,2,1,2.0
E06000006,B13,1,1,1.0
E06000007,B13,3,3,1.0
E06000008,B13,1,1,1.0
E06000010,B13,2,2,1.0
E06000013,B13,9,6,1.5
E06000015,B13,6,5,1.2
E06000016,B13,5,5,1.0
E06000019,B13,6,5,1.2
E06000020,B13,1,1,1.0
E06000023,B13,29,22,1.3181818181818181
E06000024,B13,2,2,1.0
E06000025,B13,13,10,1.3
E06000027,B13,4,4,1.0
E06000030,B13,2,2,1.0
E06000032,B13,2,2,1.0
E06000034,B13,1,1,1.0
E06000035,B13,7,6,1.1666666666666667
E06000036,B13,4,3,1.3333333333333333
E06000038,B13,14,10,1.4
E06000039,B13,3,3,1.0
E06000040,B13,7,5,1.4
E06000041,B13,20,15,1.3333333333333333
E06000042,B13,2,2,1.0
E06000044,B13,1,1,1.0
E06000045,B13,1,1,1.0
E06000051,B13,13,10,1.3
E06000052,B13,16,14,1.1428571428571428
E06000055,B13,2,1,2.0
E06000056,B13,1,1,1.0
E06000057,B13,9,7,1.2857142857142858
E06000059,B13,1,1,1.0
E07000009,B13,2,1,2.0
E07000010,B13,1,1,1.0
E07000026,B13,1,1,1.0
E07000027,B13,1,1,1.0
E07000028,B13,1,1,1.0
E07000029,B13,1,1,1.0
E07000031,B13,1,1,1.0
E07000032,B13,2,2,1.0
E07000034,B13,2,2,1.0
E07000035,B13,12,11,1.0909090909090908
E07000036,B13,4,4,1.0
E07000037,B13,1,1,1.0
E07000038,B13,6,5,1.2
E07000039,B13,2,2,1.0
E07000066,B13,5,5,1.0
E07000067,B13,3,3,1.0
E07000068,B13,1,1,1.0
E07000069,B13,1,1,1.0
E07000070,B13,1,1,1.0
E07000073,B13,1,1,1.0
E07000074,B13,2,2,1.0
