lad,reports,unique_users,average_per_user
E06000002,4,4,1.0
E06000003,7,4,1.75
E06000004,10,5,2.0
E06000005,5,5,1.0
E06000006,2,2,1.0
E06000007,3,3,1.0
E06000008,6,3,2.0
E06000009,18,12,1.5
E06000010,1,1,1.0
E06000011,7,5,1.4
E06000013,1,1,1.0
E06000014,4,4,1.0
E06000015,13,13,1.0
E06000016,5,4,1.25
E06000018,15,10,1.5
E06000019,6,4,1.5
E06000020,5,4,1.25
E06000021,12,8,1.5
E06000022,3,2,1.5
E06000023,21,19,1.105263157894737
E06000024,10,7,1.4285714285714286
E06000025,5,5,1.0
E06000026,18,15,1.2
E06000027,2,2,1.0
E06000030,5,4,1.25
E06000031,27,9,3.0
E06000032,1,1,1.0
E06000033,1,1,1.0
E06000034,5,4,1.25
E06000035,16,12,1.3333333333333333
E06000036,2,2,1.0
E06000037,4,4,1.0
E06000038,23,13,1.7692307692307692
E06000039,12,7,1.7142857142857142
E06000040,1,1,1.0
E06000041,7,6,1.1666666666666667
E06000042,15,9,1.6666666666666667
E06000043,8,8,1.0
E06000044,31,18,1.7222222222222223
E06000045,12,11,1.0909090909090908
E06000046,4,2,2.0
E06000047,22,18,1.2222222222222223
E06000049,31,19,1.631578947368421
E06000050,4,4,1.0
E06000051,4,3,1.3333333333333333
E06000052,14,11,1.2727272727272727
E06000054,20,17,1.1764705882352942
E06000055,4,4,1.0
E06000056,35,25,1.4
E06000057,9,8,1.125
E06000058,86,15,5.733333333333333
E06000059,12,8,1.5
E06000060,36,25,1.44
E07000008,60,24,2.5
E07000009,1,1,1.0
E07000010,8,6,1.3333333333333333
E07000011,9,8,1.125
E07000012,27,22,1.2272727272727273
E07000026,5,5,1.0
E07000027,1,1,1.0
E07000028,2,2,1.0
E07000029,5,4,1.25
E07000030,1,1,1.0
E07000031,4,4,1.0
E07000032,3,3,1.0
E07000033,5,3,1.6666666666666667
E07000034,19,6,3.1666666666666665
E07000035,2,2,1.0
E07000036,4,3,1.3333333333333333
E07000038,37,2,18.5
E07000039,1,1,1.0
E07000040,17,12,1.4166666666666667
E07000041,9,4,2.25
E07000042,6,5,1.2
E07000043,10,9,1.1111111111111112
E07000044,4,4,1.0
E07000045,27,22,1.2272727272727273
